78	0.008172 0.008849 -0.002423 0.002576 -0.003897 -0.000271 0.006678 -0.004144 -0.002098 0.007202 -0.009337 0.003389 -0.006906 -0.000782 0.000799 -0.008482 -0.000939 0.009425 0.009908 0.011840 -0.012002 0.004732 0.009554 -0.007315 -0.000069 -0.002511 0.002435 -0.014412 0.004450 0.010752 0.001232 0.002341 
79	0.008444 -0.001397 -0.006808 0.007866 0.010506 -0.015524 -0.013209 0.009529 -0.004119 0.004470 0.010897 -0.011690 -0.002835 -0.013770 -0.012765 0.003030 -0.003783 -0.000695 -0.002599 -0.005927 0.007278 -0.004863 -0.012214 -0.007954 -0.004974 -0.014238 0.011343 -0.007177 0.004439 -0.002842 -0.006407 -0.001434 
80	0.010244 -0.004702 -0.009564 0.015360 -0.011761 -0.007309 0.002807 -0.010556 -0.003678 -0.004702 -0.014920 -0.003948 0.007498 -0.001715 -0.003010 0.012391 -0.012536 0.005962 0.009920 0.005549 0.004126 -0.007081 -0.002586 -0.002904 -0.003680 0.009493 -0.006118 0.006483 -0.015504 -0.007749 0.001730 -0.010314 
81	-0.011707 -0.001491 -0.015271 0.006115 0.014792 0.005147 0.013297 -0.010638 0.003129 0.001090 -0.012326 -0.011460 -0.014648 0.013062 0.008817 0.001546 -0.000211 0.009801 0.007030 -0.010926 0.001553 -0.005718 0.007629 0.009376 -0.004178 -0.012487 0.014175 -0.010930 0.011434 0.012518 0.011360 -0.004155 
82	-0.015129 0.009655 -0.009631 -0.006890 -0.014699 -0.002338 0.013428 -0.013821 -0.002204 0.005130 -0.009751 -0.007442 -0.006127 -0.001890 -0.007350 -0.012976 -0.011475 0.001591 -0.001296 -0.006630 0.000337 -0.014915 -0.005513 -0.011189 0.004022 0.014341 -0.015250 0.014334 -0.008258 -0.008249 -0.003937 -0.015583 
83	0.005889 0.013490 0.015101 0.007933 -0.013114 -0.009787 -0.002174 -0.010961 -0.010975 -0.005518 -0.004345 -0.011687 -0.009605 0.011203 -0.006004 0.008656 -0.008867 -0.006413 -0.002653 0.012710 0.006463 0.015004 0.004990 0.002711 0.007042 0.002509 0.011252 0.011448 -0.012681 -0.010161 -0.005188 0.008198 
84	0.011508 0.004739 -0.007998 -0.010276 -0.000180 0.014484 0.000187 -0.000997 0.005319 0.011537 0.008739 -0.009287 0.009787 0.015537 -0.009845 0.008472 -0.001928 0.002718 0.002897 -0.014932 0.000378 -0.008489 0.000119 0.002899 0.013611 0.005781 -0.008604 0.003483 -0.007853 0.008318 -0.010869 -0.004857 
85	0.004048 -0.008898 0.009991 -0.015492 0.008420 -0.011436 0.010352 -0.003731 0.015481 -0.001801 0.006850 0.007829 -0.007035 0.001541 0.008020 0.006512 -0.004590 -0.000802 0.003230 0.002866 0.006905 0.005068 0.000213 0.009745 0.008537 0.004428 0.012727 0.013641 0.011290 0.013247 0.011447 -0.012577 
86	0.007382 0.005612 -0.011361 -0.000135 0.013563 0.009245 0.013101 0.011991 0.006190 0.013061 0.005199 -0.013408 0.006805 -0.011741 0.003771 -0.014002 0.015431 0.012457 0.005235 0.013894 0.014864 -0.008712 0.012453 0.005639 -0.015584 -0.012228 -0.007617 0.009889 -0.001584 0.009816 0.015250 -0.001100 
87	0.007044 0.012779 -0.003183 -0.013128 -0.007808 0.013939 0.003176 -0.002371 -0.003039 -0.006979 0.002530 -0.001284 -0.002855 0.010823 0.004542 0.011986 0.012255 -0.002211 0.015232 0.010292 0.006416 0.013403 -0.010132 0.000514 0.011439 0.009882 0.014071 0.013081 0.000582 0.001841 -0.012183 0.006001 
88	0.015608 -0.007809 0.003157 -0.010529 -0.004386 -0.010276 0.006995 -0.002742 0.010915 0.014117 -0.004651 0.014476 0.008909 -0.009679 -0.005396 -0.013386 -0.004689 -0.007503 0.007472 0.002128 0.013952 -0.013695 -0.001467 0.010102 0.000173 -0.013737 -0.008110 0.014037 0.002966 0.001526 -0.007061 0.014467 
89	0.012143 0.011277 -0.010097 0.012603 0.008410 0.003313 0.000604 0.004728 0.009985 -0.011961 -0.010714 -0.008291 0.006947 0.005136 -0.010805 0.015458 -0.001902 -0.001124 -0.015494 -0.009021 -0.003681 0.008945 -0.007250 0.004965 -0.002486 0.004195 0.012557 -0.014531 -0.000446 -0.000429 -0.015172 -0.008737 
90	-0.008338 -0.000898 0.010261 0.008844 -0.000001 -0.013631 -0.000287 -0.005990 0.009168 -0.002625 -0.006497 -0.009453 0.002408 0.004884 -0.009864 -0.007190 0.009426 -0.015624 0.003921 -0.014676 0.004068 -0.006610 -0.002847 0.001604 -0.003343 0.000741 -0.012008 -0.003684 0.007940 -0.014337 0.002500 0.004583 
91	-0.006052 0.000186 -0.010696 0.007709 0.007789 -0.004766 -0.010581 -0.013746 -0.003930 0.010512 -0.010340 0.005748 0.004154 0.014787 -0.001400 -0.000007 0.015068 0.004940 -0.011557 0.002566 -0.009864 0.004726 -0.001418 -0.003642 0.004851 -0.010377 -0.004139 -0.010244 -0.015453 0.001018 0.011575 -0.010097 
92	-0.004656 0.003137 0.015248 -0.001987 0.005372 -0.006485 0.014879 0.009826 -0.015325 0.014454 -0.008634 -0.013084 0.009331 -0.001324 0.001037 0.005854 -0.006212 -0.012755 0.012378 0.004426 -0.000352 -0.003606 0.014199 0.007961 0.001186 -0.003925 0.000458 -0.007098 -0.007484 0.008826 0.003744 0.012633 
93	0.000415 0.009924 -0.007588 -0.015427 0.005677 0.000302 0.002324 0.012427 -0.000632 -0.005221 0.005355 0.011070 -0.015616 -0.010645 -0.010549 0.007764 0.002395 0.001947 0.005557 -0.010779 -0.006121 -0.009964 0.014341 -0.009548 0.003873 0.007620 -0.015102 -0.006735 -0.010427 0.002922 -0.012706 0.009725 
94	0.002847 0.007995 -0.008325 0.002650 0.008024 0.010182 -0.007086 0.013109 0.004346 0.000818 -0.002976 -0.010857 0.003994 -0.011275 0.013305 0.013895 0.001623 0.005595 -0.005365 -0.013492 0.005839 0.007521 -0.000555 -0.011632 -0.003737 0.004781 -0.002728 -0.006614 0.011558 0.012985 0.009500 0.010886 
95	0.010812 -0.001180 -0.012449 0.000577 -0.014489 0.010448 0.000982 0.012538 0.004578 0.001124 0.012078 -0.011869 -0.004799 -0.006771 -0.002842 0.005928 -0.011149 0.005238 -0.008224 -0.006015 0.006257 -0.007588 -0.010181 0.001863 -0.000838 0.005313 -0.005391 0.001366 0.001674 -0.010679 0.012801 -0.007933 
96	-0.002747 0.014105 -0.008768 -0.013536 -0.008420 0.007076 0.006205 0.008439 0.004528 0.009941 0.002480 0.009660 -0.000879 0.014780 -0.014650 0.012868 0.000205 0.007665 -0.001517 0.002322 0.010920 0.001048 0.005783 0.002259 0.013722 -0.012024 -0.006846 -0.008396 0.010181 -0.014458 0.014964 -0.015304 
97	0.010672 0.004148 0.004210 0.001376 -0.008698 -0.005330 0.005220 -0.010288 0.009345 0.013434 -0.004942 0.013881 -0.000244 0.003061 -0.010397 -0.010274 -0.000005 0.004765 0.005648 -0.004106 -0.000304 -0.014866 0.000493 0.006305 0.008431 0.007491 0.002594 -0.015563 0.014858 0.006829 0.008058 0.002120 
98	-0.007209 -0.001896 0.006125 -0.003446 0.001956 0.009440 -0.012580 0.002264 -0.003832 0.005090 -0.001961 -0.014202 0.000926 0.011007 0.002033 0.009854 0.007176 0.015062 -0.007537 -0.009061 0.009391 -0.006807 0.012705 0.003361 0.008313 0.003104 0.010196 -0.011254 0.000203 0.000335 -0.009125 -0.001309 
99	-0.002644 0.010147 0.009212 -0.008880 0.004769 0.004118 0.001523 -0.014644 -0.004448 -0.008024 0.006239 -0.013742 -0.005670 -0.013660 0.015170 -0.006787 -0.013044 -0.006885 -0.011063 -0.014532 -0.010024 -0.000509 0.003019 -0.007376 -0.007383 0.013485 0.013440 -0.014636 0.005943 -0.002907 0.010917 -0.007352 
